Instance,Permutation,Jobs,Stages,InitialFitness,BestFitness,WorstFitness,AvgFitness,StdDev,FinalFitness,Improvement(%),RPD(%),ExecutionTime_ms,TimePerGen_ms,PopSize,Generations,ConvergenceGen,ConvergencePercent(%),FitnessDiversity,BestChromosome,GAConfig
I1.txt,P1.txt,15,2,2652.0000,1945.0000,1945.0000,1945.0000,20.0800,1945.0000,26.6591,0.0000,2008.0000,1.3228,10,1518,41,2.7009,0.0000,[1 10 2 5 0 14 4 12 6 3 8 11 13 9 7],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I2.txt,P2.txt,15,2,1691.0000,1213.0000,1213.0000,1213.0000,11.4156,1213.0000,28.2673,0.0000,2001.0000,1.3810,10,1449,71,4.8999,0.0000,[13 8 3 14 12 10 4 6 9 7 5 0 1 2 11],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I3.txt,P3.txt,15,2,153.0000,65.0000,65.0000,65.0000,0.0000,65.0000,57.5163,0.0000,2222.0000,3.6972,10,601,0,0.0000,0.0000,[9 6 14 8 10 13 11 5 0 1 4 3 2 7 12],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I4.txt,P4.txt,15,2,318.0000,184.0000,184.0000,184.0000,3.5333,184.0000,42.1384,0.0000,2009.0000,1.1155,10,1801,15,0.8329,0.0000,[6 5 10 13 0 11 8 9 14 4 1 7 2 3 12],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I5.txt,P5.txt,15,3,2711.0000,1959.0000,1959.0000,1959.0000,45.8739,1959.0000,27.7388,0.0000,2002.0000,2.3525,10,851,71,8.3431,0.0000,[14 1 12 7 0 6 9 10 13 2 4 8 3 5 11],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I6.txt,P6.txt,15,3,2083.0000,1700.0000,1700.0000,1700.0000,17.0659,1700.0000,18.3869,0.0000,2002.0000,1.1460,10,1747,59,3.3772,0.0000,[9 2 10 11 7 14 13 5 1 8 12 6 4 0 3],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I7.txt,P7.txt,15,3,2215.0000,1441.0000,1441.0000,1441.0000,38.3589,1441.0000,34.9436,0.0000,2236.0000,4.0216,10,556,55,9.8921,0.0000,[12 7 3 8 0 10 9 4 1 2 11 6 14 5 13],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I8.txt,P8.txt,15,3,435.0000,322.0000,322.0000,322.0000,10.8169,322.0000,25.9770,0.0000,2005.0000,1.2828,10,1563,539,34.4850,0.0000,[10 3 12 13 4 7 5 9 6 2 0 1 8 11 14],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I9.txt,P9.txt,15,3,695.0000,347.0000,347.0000,347.0000,3.5078,347.0000,50.0719,0.0000,2008.0000,1.2236,10,1641,31,1.8891,0.0000,[10 0 3 2 7 13 12 1 11 9 14 8 4 5 6],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I10.txt,P10.txt,15,3,3.0000,1.0000,1.0000,1.0000,0.0000,1.0000,66.6667,0.0000,2002.0000,3.1429,10,637,0,0.0000,0.0000,[0 6 4 9 8 5 11 13 10 2 1 12 14 3 7],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I11.txt,P11.txt,15,3,74.0000,2.0000,2.0000,2.0000,1.7777,2.0000,97.2973,0.0000,2002.0000,1.3527,10,1480,104,7.0270,0.0000,[3 1 7 8 10 5 9 6 4 0 2 14 11 12 13],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I12.txt,P12.txt,15,4,2343.0000,1916.0000,1916.0000,1916.0000,21.2026,1916.0000,18.2245,0.0000,2235.0000,2.5311,10,883,32,3.6240,0.0000,[0 7 13 12 14 3 9 11 6 8 1 4 5 2 10],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I13.txt,P13.txt,15,4,1702.0000,1549.0000,1549.0000,1549.0000,10.2828,1549.0000,8.9894,0.0000,2003.0000,1.6846,10,1189,81,6.8124,0.0000,[2 5 1 7 0 4 3 6 8 11 12 14 9 13 10],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I14.txt,P14.txt,15,4,389.0000,167.0000,167.0000,167.0000,17.4504,167.0000,57.0694,0.0000,2016.0000,4.7886,10,421,171,40.6176,0.0000,[14 0 12 2 7 11 5 8 9 3 6 4 13 1 10],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I15.txt,P15.txt,15,4,443.0000,302.0000,302.0000,302.0000,26.9707,302.0000,31.8284,0.0000,2003.0000,6.2205,10,322,101,31.3665,0.0000,[2 4 13 7 0 6 10 14 12 8 3 5 9 11 1],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I16.txt,P16.txt,15,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2002.0000,3.0612,10,654,0,0.0000,0.0000,[13 14 11 2 7 10 0 12 1 8 9 6 5 4 3],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I17.txt,P17.txt,20,2,4075.0000,2920.0000,2920.0000,2920.0000,59.1703,2920.0000,28.3436,0.0000,2129.0000,2.5018,10,851,101,11.8684,0.0000,[14 8 1 19 3 6 4 17 0 13 5 16 10 2 11 9 18 12 15 7],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I18.txt,P18.txt,20,2,3506.0000,2697.0000,2697.0000,2697.0000,50.1791,2697.0000,23.0747,0.0000,2003.0000,1.3434,10,1491,200,13.4138,0.0000,[10 14 3 17 9 12 19 11 5 15 4 1 0 8 13 18 7 6 2 16],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I19.txt,P19.txt,20,2,138.0000,72.0000,72.0000,72.0000,5.9056,72.0000,47.8261,0.0000,2002.0000,1.9608,10,1021,357,34.9657,0.0000,[10 6 3 18 2 17 0 12 5 15 16 9 19 8 7 14 1 4 11 13],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I20.txt,P20.txt,20,2,198.0000,68.0000,68.0000,68.0000,10.0682,68.0000,65.6566,0.0000,2003.0000,1.3570,10,1476,1111,75.2710,0.0000,[11 0 7 10 8 5 6 15 1 12 3 18 2 19 17 16 9 4 13 14],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I21.txt,P21.txt,20,2,788.0000,625.0000,625.0000,625.0000,22.0008,625.0000,20.6853,0.0000,2076.0000,1.8036,10,1151,200,17.3762,0.0000,[3 7 18 11 4 13 12 15 2 17 8 5 10 19 9 1 6 16 0 14],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I22.txt,P22.txt,20,2,842.0000,458.0000,458.0000,458.0000,27.4941,458.0000,45.6057,0.0000,2046.0000,4.2448,10,482,426,88.3817,0.0000,[14 12 8 15 10 9 3 18 5 6 11 0 13 17 7 4 19 2 16 1],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I23.txt,P23.txt,20,3,5230.0000,4418.0000,4418.0000,4418.0000,36.0785,4418.0000,15.5258,0.0000,2001.0000,1.2367,10,1618,161,9.9506,0.0000,[4 14 18 13 17 2 1 10 0 12 5 8 6 16 19 3 7 9 15 11],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I24.txt,P24.txt,20,3,4408.0000,3466.0000,3466.0000,3466.0000,56.3478,3466.0000,21.3702,0.0000,2303.0000,2.2556,10,1021,71,6.9540,0.0000,[13 14 10 0 8 16 3 6 5 1 15 17 2 4 18 11 9 12 7 19],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I25.txt,P25.txt,20,3,191.0000,40.0000,40.0000,40.0000,0.8264,40.0000,79.0576,0.0000,2012.0000,1.3485,10,1492,91,6.0992,0.0000,[12 10 16 0 5 7 15 8 13 11 3 6 18 1 2 19 14 4 17 9],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I26.txt,P26.txt,20,3,166.0000,85.0000,85.0000,85.0000,3.4805,85.0000,48.7952,0.0000,2002.0000,1.2992,10,1541,123,7.9818,0.0000,[18 5 15 6 19 16 14 17 2 12 11 4 9 13 1 0 7 10 3 8],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I27.txt,P27.txt,20,3,1342.0000,692.0000,692.0000,692.0000,21.5874,692.0000,48.4352,0.0000,2004.0000,1.8368,10,1091,893,81.8515,0.0000,[15 10 16 0 19 13 9 2 17 12 14 1 11 18 8 3 7 6 5 4],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I28.txt,P28.txt,20,3,1037.0000,600.0000,600.0000,600.0000,27.9037,600.0000,42.1408,0.0000,2117.0000,1.4275,10,1483,482,32.5017,0.0000,[1 18 15 11 4 2 10 7 19 16 13 3 8 0 12 6 5 14 17 9],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I29.txt,P29.txt,20,3,788.0000,461.0000,461.0000,461.0000,19.9260,461.0000,41.4975,0.0000,2189.0000,5.4589,10,401,101,25.1870,0.0000,[4 5 8 15 10 19 3 7 11 1 17 12 16 2 18 14 6 0 13 9],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I30.txt,P30.txt,20,3,258.0000,78.0000,78.0000,78.0000,5.7310,78.0000,69.7674,0.0000,2003.0000,1.4881,10,1346,351,26.0773,0.0000,[2 16 15 14 13 0 10 19 8 18 5 6 1 7 3 17 4 12 11 9],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I31.txt,P31.txt,20,3,268.0000,108.0000,108.0000,108.0000,14.0094,108.0000,59.7015,0.0000,2420.0000,1.7979,10,1346,1166,86.6270,0.0000,[0 1 3 7 18 10 16 6 12 11 2 9 5 17 15 14 4 13 8 19],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I32.txt,P32.txt,20,3,31.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,2005.0000,2.3287,10,861,0,0.0000,0.0000,[5 10 15 19 0 8 13 11 4 12 17 1 9 2 7 18 3 6 14 16],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I33.txt,P33.txt,20,4,5002.0000,3756.0000,3756.0000,3756.0000,48.5357,3756.0000,24.9100,0.0000,2003.0000,1.6378,10,1223,101,8.2584,0.0000,[19 10 4 8 11 17 12 9 7 14 18 2 0 3 6 13 16 5 1 15],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I34.txt,P34.txt,20,4,4031.0000,3373.0000,3373.0000,3373.0000,52.8675,3373.0000,16.3235,0.0000,2002.0000,3.4517,10,580,261,45.0000,0.0000,[19 13 12 3 5 16 7 8 9 15 4 17 14 0 2 6 10 1 11 18],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I35.txt,P35.txt,20,4,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,2008.0000,1.7310,10,1160,0,0.0000,0.0000,[0 6 7 17 15 4 18 10 9 8 3 1 19 13 16 5 12 14 2 11],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I36.txt,P36.txt,20,4,9.0000,0.0000,0.0000,0.0000,0.0408,0.0000,100.0000,0.0000,2013.0000,3.3439,10,602,1,0.1661,0.0000,[3 11 1 13 5 19 0 9 7 18 10 6 17 14 15 4 16 2 12 8],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I37.txt,P37.txt,20,4,1127.0000,471.0000,471.0000,471.0000,24.5884,471.0000,58.2076,0.0000,2005.0000,1.6421,10,1221,420,34.3980,0.0000,[4 13 5 16 17 14 6 15 11 18 0 2 10 8 7 3 12 19 9 1],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I38.txt,P38.txt,20,4,1125.0000,712.0000,712.0000,712.0000,39.8261,712.0000,36.7111,0.0000,2203.0000,1.8404,10,1197,596,49.7911,0.0000,[10 7 15 12 18 19 16 6 17 4 8 13 1 0 2 14 5 11 3 9],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I39.txt,P39.txt,20,4,1173.0000,847.0000,847.0000,847.0000,39.6605,847.0000,27.7920,0.0000,2003.0000,2.1748,10,921,912,99.0228,0.0000,[0 17 9 10 8 3 4 6 11 13 14 18 15 7 16 2 19 12 1 5],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I40.txt,P40.txt,20,4,282.0000,51.0000,51.0000,51.0000,2.4506,51.0000,81.9149,0.0000,2004.0000,1.8268,10,1097,29,2.6436,0.0000,[2 17 14 11 16 19 1 9 4 10 15 0 6 18 5 13 8 7 12 3],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I41.txt,P41.txt,20,4,257.0000,153.0000,153.0000,153.0000,5.8048,153.0000,40.4669,0.0000,2323.0000,4.4417,10,523,322,61.5679,0.0000,[11 8 10 0 7 3 5 18 17 4 13 2 6 15 1 12 16 19 14 9],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I42.txt,P42.txt,20,5,5505.0000,4143.0000,4143.0000,4143.0000,45.6033,4143.0000,24.7411,0.0000,2008.0000,2.1802,10,921,106,11.5092,0.0000,[12 3 0 14 1 6 5 18 10 17 16 7 2 8 4 15 13 9 19 11],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I43.txt,P43.txt,20,5,5505.0000,4528.0000,4528.0000,4528.0000,97.1511,4528.0000,17.7475,0.0000,2003.0000,4.0961,10,489,112,22.9039,0.0000,[4 5 9 2 0 13 3 7 10 19 6 17 12 11 16 14 8 18 15 1],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I44.txt,P44.txt,20,5,949.0000,486.0000,486.0000,486.0000,36.2415,486.0000,48.7882,0.0000,2001.0000,2.9383,10,681,380,55.8003,0.0000,[1 7 8 17 13 0 14 2 18 9 11 5 10 15 4 19 16 12 6 3],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I45.txt,P45.txt,20,5,1157.0000,639.0000,639.0000,639.0000,50.2527,639.0000,44.7710,0.0000,2297.0000,2.4230,10,948,311,32.8059,0.0000,[10 1 0 5 12 6 13 8 19 9 16 15 11 3 4 2 14 7 17 18],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I46.txt,P46.txt,20,5,1025.0000,514.0000,580.0000,527.2000,20.9779,514.0000,49.8537,0.0000,2002.0000,2.4932,10,803,351,43.7111,0.1252,[13 1 15 3 11 19 16 7 10 2 6 0 5 17 14 12 8 9 4 18],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I47.txt,P47.txt,20,5,743.0000,332.0000,332.0000,332.0000,14.2332,332.0000,55.3163,0.0000,2002.0000,1.8217,10,1099,88,8.0073,0.0000,[3 13 14 2 8 11 7 19 1 0 12 16 6 17 9 18 4 5 15 10],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I48.txt,P48.txt,30,3,11821.0000,8664.0000,8664.0000,8664.0000,188.0435,8664.0000,26.7067,0.0000,2231.0000,3.6514,10,611,161,26.3502,0.0000,[23 15 18 1 24 28 29 17 27 0 11 13 5 10 7 21 14 20 8 22 2 12 26 16 25 9 3 4 6 19],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I49.txt,P49.txt,30,3,11736.0000,9557.0000,9557.0000,9557.0000,164.8547,9557.0000,18.5668,0.0000,2003.0000,2.0756,10,965,201,20.8290,0.0000,[18 0 19 3 2 29 11 16 15 10 9 22 25 13 17 26 23 4 28 6 20 5 8 7 14 21 27 24 1 12],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I50.txt,P50.txt,30,3,3818.0000,2084.0000,2084.0000,2084.0000,73.8856,2084.0000,45.4164,0.0000,2566.0000,4.7431,10,541,481,88.9094,0.0000,[26 16 23 29 13 9 6 27 18 8 15 14 11 3 10 22 5 21 20 12 19 25 17 0 24 7 28 4 2 1],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I51.txt,P51.txt,30,3,2979.0000,1864.0000,2195.0000,2067.8000,176.6394,1864.0000,37.4287,0.0000,2001.0000,3.3184,10,603,551,91.3765,0.1601,[25 19 21 4 16 0 28 20 18 17 6 1 9 7 10 2 3 5 23 27 12 22 26 8 15 14 11 29 24 13],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I52.txt,P52.txt,30,3,269.0000,144.0000,144.0000,144.0000,14.4308,144.0000,46.4684,0.0000,2001.0000,2.1516,10,930,291,31.2903,0.0000,[1 14 2 16 26 4 28 25 6 9 13 24 5 3 22 19 15 27 17 0 8 12 18 10 7 29 23 21 20 11],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I53.txt,P53.txt,30,3,695.0000,180.0000,180.0000,180.0000,19.1659,180.0000,74.1007,0.0000,2002.0000,4.5192,10,443,116,26.1851,0.0000,[22 26 12 19 16 8 25 1 9 6 17 23 7 15 21 13 10 27 24 18 20 0 29 3 14 11 28 2 4 5],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I54.txt,P54.txt,30,3,1261.0000,651.0000,651.0000,651.0000,61.9902,651.0000,48.3743,0.0000,2007.0000,2.0417,10,983,861,87.5890,0.0000,[12 28 25 10 24 2 17 7 29 19 1 0 4 21 26 3 6 11 15 13 27 18 5 20 22 8 23 16 14 9],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I55.txt,P55.txt,30,3,1344.0000,511.0000,511.0000,511.0000,27.1496,511.0000,61.9792,0.0000,2043.0000,3.6745,10,556,155,27.8777,0.0000,[17 29 23 5 1 13 26 28 4 27 10 18 11 22 16 15 14 12 2 21 19 24 3 6 0 25 8 9 7 20],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I56.txt,P56.txt,30,3,883.0000,527.0000,527.0000,527.0000,39.9121,527.0000,40.3171,0.0000,2003.0000,2.2011,10,910,480,52.7473,0.0000,[26 15 11 21 23 25 8 0 14 27 5 4 28 9 6 22 19 16 7 17 1 3 24 13 29 10 2 20 18 12],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I57.txt,P57.txt,30,4,11745.0000,8875.0000,8875.0000,8875.0000,214.8062,8875.0000,24.4359,0.0000,2004.0000,2.9001,10,691,211,30.5355,0.0000,[13 26 7 24 8 29 4 2 16 20 23 5 6 9 28 21 10 22 1 0 17 25 15 11 12 27 19 3 18 14],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I58.txt,P58.txt,30,4,10839.0000,8391.0000,8391.0000,8391.0000,193.6342,8391.0000,22.5851,0.0000,2002.0000,4.8710,10,411,141,34.3066,0.0000,[8 0 14 10 11 21 20 3 22 19 15 27 17 13 18 16 23 5 24 4 28 26 6 1 12 29 2 7 9 25],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I59.txt,P59.txt,30,4,3519.0000,2169.0000,2169.0000,2169.0000,85.0916,2169.0000,38.3632,0.0000,2004.0000,2.6863,10,746,161,21.5818,0.0000,[23 21 13 2 7 29 22 6 26 15 25 28 9 18 11 19 0 3 8 24 5 4 14 12 27 17 10 1 16 20],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I60.txt,P60.txt,30,4,3891.0000,2818.0000,2821.0000,2818.3000,161.1075,2818.0000,27.5765,0.0000,2035.0000,5.0748,10,401,221,55.1122,0.0011,[9 21 28 11 23 1 17 14 20 26 6 12 0 27 13 25 3 29 15 4 7 5 10 24 18 2 19 8 22 16],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I61.txt,P61.txt,30,4,11356.0000,7937.0000,7937.0000,7937.0000,179.5604,7937.0000,30.1074,0.0000,2005.0000,2.3926,10,838,161,19.2124,0.0000,[14 2 15 4 10 8 17 11 18 22 1 16 26 12 29 21 7 5 23 25 6 0 9 20 27 24 13 3 19 28],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I62.txt,P62.txt,30,4,10020.0000,6785.0000,6785.0000,6785.0000,120.5733,6785.0000,32.2854,0.0000,2004.0000,2.2022,10,910,259,28.4615,0.0000,[0 7 9 11 26 12 15 5 6 10 8 22 1 16 2 18 24 20 4 13 14 3 19 25 28 27 29 17 21 23],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I63.txt,P63.txt,30,4,436.0000,216.0000,216.0000,216.0000,41.6583,216.0000,50.4587,0.0000,2021.0000,5.0399,10,401,351,87.5312,0.0000,[21 19 12 22 26 5 11 8 20 28 6 4 13 14 16 15 24 7 29 18 25 23 1 17 3 2 27 0 9 10],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I64.txt,P64.txt,30,4,449.0000,225.0000,225.0000,225.0000,22.5332,225.0000,49.8886,0.0000,2019.0000,2.6392,10,765,531,69.4118,0.0000,[23 6 7 27 19 25 4 10 0 8 26 20 15 18 3 14 2 12 1 22 24 21 13 9 29 11 28 5 17 16],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I65.txt,P65.txt,30,4,3495.0000,2095.0000,2095.0000,2095.0000,81.6316,2095.0000,40.0572,0.0000,2144.0000,5.6421,10,380,229,60.2632,0.0000,[26 4 11 14 15 20 23 6 24 13 5 8 9 17 3 19 10 29 12 28 25 7 16 1 18 27 22 21 0 2],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I66.txt,P66.txt,30,4,3082.0000,1973.0000,1973.0000,1973.0000,190.1163,1973.0000,35.9831,0.0000,2019.0000,2.4592,10,821,521,63.4592,0.0000,[16 2 6 3 9 14 23 20 4 27 7 18 21 12 0 24 5 11 28 17 25 15 1 22 26 8 13 10 19 29],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I67.txt,P67.txt,30,4,1277.0000,795.0000,795.0000,795.0000,51.5233,795.0000,37.7447,0.0000,2010.0000,2.6413,10,761,601,78.9750,0.0000,[4 1 0 18 21 13 28 11 26 2 20 9 29 24 6 14 12 8 10 16 5 3 17 7 22 23 25 15 19 27],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I68.txt,P68.txt,30,4,1473.0000,794.0000,794.0000,794.0000,96.7066,794.0000,46.0964,0.0000,2003.0000,5.4135,10,370,258,69.7297,0.0000,[10 20 3 16 19 2 7 26 29 21 25 17 6 24 4 18 14 5 8 11 27 0 22 13 1 12 28 9 15 23],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I69.txt,P69.txt,30,5,12614.0000,9653.0000,9653.0000,9653.0000,173.2490,9653.0000,23.4739,0.0000,2001.0000,2.4950,10,802,531,66.2095,0.0000,[9 13 22 28 7 3 0 12 19 24 17 1 23 20 16 18 4 27 5 15 10 29 26 14 2 21 11 25 6 8],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I70.txt,P70.txt,30,5,13621.0000,10658.0000,10658.0000,10658.0000,296.2407,10658.0000,21.7532,0.0000,2010.0000,5.4178,10,371,264,71.1590,0.0000,[22 11 20 19 6 8 14 29 17 3 18 25 7 12 28 5 26 23 15 10 4 16 0 9 24 1 21 2 13 27],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I71.txt,P71.txt,30,5,2689.0000,1988.0000,1988.0000,1988.0000,94.3216,1988.0000,26.0692,0.0000,2003.0000,3.0580,10,655,379,57.8626,0.0000,[8 19 14 17 1 27 29 20 5 0 25 4 22 24 12 21 28 26 13 16 18 2 10 3 15 9 6 11 23 7],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I72.txt,P72.txt,30,5,3098.0000,2246.0000,2246.0000,2246.0000,163.5404,2246.0000,27.5016,0.0000,2014.0000,4.1018,10,491,296,60.2851,0.0000,[28 25 22 20 27 9 19 24 3 29 7 15 26 1 18 11 4 12 23 8 17 0 21 2 10 6 5 13 14 16],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
